filename,label,fold
datasets/covid19-cough/raw/60ab9383-73c9-444c-b80f-1e9abeb12449.mp3,1,7
datasets/covid19-cough/raw/e4589ce5-e477-4018-bfcf-ef64d8176791.mp3,1,0
datasets/covid19-cough/raw/791bac9e-5193-4870-a335-3573c33359c0.mp3,1,2
datasets/covid19-cough/raw/377ab53b-c615-4c0f-a891-b679fcf178c0.mp3,1,3
datasets/covid19-cough/raw/11c11547-a927-413f-a099-b621fd31078f.mp3,1,6
datasets/covid19-cough/raw/93539883-d94d-4dce-adcc-b518ce999911.mp3,1,7
datasets/covid19-cough/raw/8d61ca2d-2d1a-44cf-8eef-a5e80780daf5.mp3,1,4
datasets/covid19-cough/raw/57598770-0bd0-47ff-b4d3-7e2dcb28e83c.mp3,1,5
datasets/covid19-cough/raw/a08b81a0-a059-4c51-8b39-291169e66d8d.mp3,1,0
datasets/covid19-cough/raw/16a541d7-4751-44d8-99d8-4ffc4851f573.mp3,1,4
datasets/covid19-cough/raw/73fd5645-ddc0-4307-a488-3991f49a8cb3.mp3,1,2
datasets/covid19-cough/raw/1c62f2b5-b10a-4384-97ae-a5971d2feaea.mp3,1,5
datasets/covid19-cough/raw/8accfb23-28ad-43ea-ba70-459705742e2a.mp3,1,9
datasets/covid19-cough/raw/579334f1-ae9e-4afb-b4f7-dc741f44ed3c.mp3,1,7
datasets/covid19-cough/raw/55355cd5-76d4-4f31-8e7f-4c7973899414.mp3,1,7
datasets/covid19-cough/raw/70e4138c-13fd-4428-91d8-933fb32bd615.mp3,1,7
datasets/covid19-cough/raw/58d3d9a4-1af9-4e70-a52a-49f1a4f27b49.mp3,1,5
datasets/covid19-cough/raw/e21095a9-beed-4e09-a1e9-b31a67a55dfa.mp3,1,2
datasets/covid19-cough/raw/c81f6aed-98a1-4f94-94de-75e57c714ea8.mp3,1,2
datasets/covid19-cough/raw/68712daf-4cee-4d8b-b0f4-8ed34fc27454.mp3,1,3
datasets/covid19-cough/raw/ffb80a9b-7b4c-4aae-8d1a-2f4a1aef9dbe.mp3,1,7
datasets/covid19-cough/raw/51713dd6-f208-4cd6-8abf-52795d24da1a.mp3,1,2
datasets/covid19-cough/raw/0db16d7c-32a6-4681-993d-cbd239b6f28c.mp3,1,4
datasets/covid19-cough/raw/524f2a81-0c57-4661-9a5a-7b66ee7aabd5.mp3,1,0
datasets/covid19-cough/raw/7a730ff0-9bc5-4ca8-bce4-003706cab80f.mp3,1,0
datasets/covid19-cough/raw/a2d80c3f-fc37-4c19-b645-058a8c3b9476.mp3,1,0
datasets/covid19-cough/raw/bcd69b35-4fba-43c3-87e6-5343bf4197e2.mp3,1,9
datasets/covid19-cough/raw/5c176783-3c9a-4a62-b431-98582d19b71c.mp3,1,1
datasets/covid19-cough/raw/3fec8ebe-99bd-472b-99b3-41246574c46d.mp3,1,4
datasets/covid19-cough/raw/3302e847-1dbe-4bf8-8e22-44015dec0159.mp3,1,1
datasets/covid19-cough/raw/499bbfd6-53b5-419b-8038-63915def708d.mp3,1,6
datasets/covid19-cough/raw/e04545f4-13c9-4055-9f73-da3079a8285d.mp3,1,5
datasets/covid19-cough/raw/3905cf56-a024-4366-936b-80d0be1edbc5.mp3,1,4
datasets/covid19-cough/raw/a85da86c-bf2f-4c2b-a108-88f30e2a3dd0.mp3,1,4
datasets/covid19-cough/raw/936ea1f4-b712-4190-8f2c-bde4e6ced435.mp3,1,6
datasets/covid19-cough/raw/ef57e856-d19f-4779-8399-e759cd8902d1.mp3,1,1
datasets/covid19-cough/raw/73c5adae-d80c-4f5a-bd6e-2623673f9d0a.mp3,1,5
datasets/covid19-cough/raw/ca6dab8d-05e5-4ff9-a480-2dfe1ff4be63.mp3,1,7
datasets/covid19-cough/raw/68c37871-f7bd-49a3-84a8-205dc8d83808.mp3,1,4
datasets/covid19-cough/raw/ab8b2835-6f6b-4ed5-ac14-b10662dfcb28.mp3,1,9
datasets/covid19-cough/raw/a3495758-5fe5-41c5-aa28-dcc9de25a0ef.mp3,1,6
datasets/covid19-cough/raw/382da425-1e77-4d10-b3a6-88d33c7de6ec.mp3,1,2
datasets/covid19-cough/raw/fdcec1f3-85ad-4410-bdba-5b1669e39675.mp3,1,4
datasets/covid19-cough/raw/3d6b55b1-b927-479a-b369-e13236bb0239.mp3,1,1
datasets/covid19-cough/raw/1cfd977d-4c74-4de8-931a-8ad316605a14.mp3,1,0
datasets/covid19-cough/raw/465b8bd4-4b7c-495e-a809-620cd1b2f613.mp3,1,5
datasets/covid19-cough/raw/93f66aa9-6b9f-4678-817f-22598d85cc07.mp3,1,9
datasets/covid19-cough/raw/c69e5bee-eb47-423f-bc37-0a97e2fa0891.mp3,1,5
datasets/covid19-cough/raw/a55c00ba-7133-4bd3-b134-ba0b285383d5.mp3,1,3
datasets/covid19-cough/raw/4797babc-d42a-4039-8b5d-98bff7fb289a.mp3,1,8
datasets/covid19-cough/raw/6918c338-a8ca-4a33-9e99-f03a65da611b.mp3,1,3
datasets/covid19-cough/raw/ec55ad71-5188-4916-93d9-53e647ef70d9.mp3,1,9
datasets/covid19-cough/raw/d36acc1e-199b-475a-a286-8c3f234da839.mp3,1,9
datasets/covid19-cough/raw/c2466f30-6753-436c-8cc5-e8a6eeaf5197.mp3,1,7
datasets/covid19-cough/raw/532685e2-564f-4133-9989-0b871f21733c.mp3,1,8
datasets/covid19-cough/raw/76be1aad-04ce-414d-9ea6-aaf49d4f86ef.mp3,1,4
datasets/covid19-cough/raw/4b3c38a3-3ed8-4dd9-8643-a153994923f4.mp3,1,6
datasets/covid19-cough/raw/75500b22-9bdd-45df-96ce-799997c903a4.mp3,1,9
datasets/covid19-cough/raw/0330f0d6-e001-4977-a5ca-0f6c30753807.mp3,1,0
datasets/covid19-cough/raw/4e939c45-3d8f-4e40-b280-729a3962271d.mp3,1,6
datasets/covid19-cough/raw/c96382b5-d30a-4a80-aaa2-1598d6cf1cf6.mp3,1,4
datasets/covid19-cough/raw/3b0f8aa7-23ee-4c69-9cc1-7d7ee585ddfc.mp3,1,7
datasets/covid19-cough/raw/4ccb88c1-980e-475d-9f30-b6ff3c4169c9.mp3,1,0
datasets/covid19-cough/raw/4ac3eb4f-863b-4054-95d0-1d5b92a50bcf.mp3,1,3
datasets/covid19-cough/raw/a0b8c69b-b453-441f-8369-a1bff704d389.mp3,1,6
datasets/covid19-cough/raw/d7b09dfa-adc7-4eed-bc3a-26f530e32594.mp3,1,3
datasets/covid19-cough/raw/ac7b655a-27a3-4d56-9350-451691fef384.mp3,1,1
datasets/covid19-cough/raw/eb32db6b-ae4d-4dca-ab70-d7d99d0cd56c.mp3,1,8
datasets/covid19-cough/raw/3db291a2-ee4d-493e-826b-4b28eec79525.mp3,1,0
datasets/covid19-cough/raw/27964b8c-5e3e-49f1-84be-2fab93839109.mp3,1,5
datasets/covid19-cough/raw/9659608d-c225-44f2-bb88-4ac8ed8b9abd.mp3,1,9
datasets/covid19-cough/raw/c57f750d-c752-4c20-bb00-9b5a596ec910.mp3,1,3
datasets/covid19-cough/raw/706f4130-be59-4010-b0ee-387dbeeae3b9.mp3,1,1
datasets/covid19-cough/raw/2325d303-470e-4636-ad98-bad1d17c2a5b.mp3,1,8
datasets/covid19-cough/raw/fd638976-c679-451a-bec4-3a5447d0d186.mp3,1,8
datasets/covid19-cough/raw/6a7f7307-5d0f-47f3-aa32-a3d5aac1e93a.mp3,1,8
datasets/covid19-cough/raw/8ab3e830-2bdb-47b6-afb4-5a734feb0fb2.mp3,1,4
datasets/covid19-cough/raw/4016efa1-50f0-4d82-a204-1c160f20b33e.mp3,1,7
datasets/covid19-cough/raw/c0b8b443-3e78-4dcb-848a-ec00b318bb1c.mp3,1,4
datasets/covid19-cough/raw/750e8f84-6688-439b-b6bd-dc52e89d5488.mp3,1,9
datasets/covid19-cough/raw/3c28bcf7-a275-4e45-b66e-67c474b0c911.mp3,1,6
